episode,timestep,reward
207,208000,-2456.9959
209,210000,-2466.2112
211,212000,-2476.3615
213,214000,-2450.7788
215,216000,-2449.4319
217,218000,-2431.3207
219,220000,-2422.918
221,222000,-2430.7174
223,224000,-2442.8627
225,226000,-2413.0551
227,228000,-2409.7429
229,230000,-2392.936
231,232000,-2382.2182
233,234000,-2396.5965
235,236000,-2379.2529
237,238000,-2391.9855
239,240000,-2404.2189
241,242000,-2384.3634
243,244000,-2385.6136
245,246000,-2384.6569
247,248000,-2384.4448
249,250000,-2399.9589
251,252000,-2398.5198
253,254000,-2410.3979
255,256000,-2404.545
257,258000,-2391.4312
259,260000,-2365.1165
261,262000,-2367.6183
263,264000,-2366.0238
265,266000,-2375.7464
267,268000,-2375.0291
269,270000,-2398.4996
271,272000,-2382.3236
273,274000,-2382.2663
275,276000,-2391.3229
277,278000,-2363.9143
279,280000,-2359.0748
281,282000,-2334.4058
283,284000,-2333.7426
285,286000,-2346.3537
287,288000,-2342.2748
289,290000,-2350.5194
291,292000,-2347.2167
293,294000,-2343.1336
295,296000,-2312.9974
297,298000,-2308.3257
299,300000,-2321.577
301,302000,-2320.7463
303,304000,-2327.8093
305,306000,-2307.7972
307,308000,-2309.6576
309,310000,-2297.7622
311,312000,-2315.4957
313,314000,-2305.9085
315,316000,-2296.3618
317,318000,-2302.1687
319,320000,-2252.8553
321,322000,-2250.5258
323,324000,-2247.2057
325,326000,-2271.1343
327,328000,-2269.214
329,330000,-2253.7941
331,332000,-2242.6507
333,334000,-2259.1421
335,336000,-2273.4313
337,338000,-2253.6698
339,340000,-2277.9674
341,342000,-2261.9889
343,344000,-2274.9434
345,346000,-2265.2935
347,348000,-2232.221
349,350000,-2224.5523
351,352000,-2244.3192
353,354000,-2258.5635
355,356000,-2240.6671
357,358000,-2242.0584
359,360000,-2250.5759
361,362000,-2243.1368
363,364000,-2239.5584
365,366000,-2244.5404
367,368000,-2230.8844
369,370000,-2217.394
371,372000,-2206.9371
373,374000,-2206.2532
375,376000,-2211.5288
377,378000,-2207.4637
379,380000,-2200.9067
381,382000,-2198.0443
383,384000,-2178.7466
385,386000,-2160.9259
387,388000,-2175.3007
389,390000,-2182.05
391,392000,-2180.871
393,394000,-2175.0265
395,396000,-2170.6285
397,398000,-2165.7045
399,400000,-2164.6806
401,402000,-2182.16
403,404000,-2176.5923
405,406000,-2189.4278
407,408000,-2158.1179
409,410000,-2132.0297
411,412000,-2144.6563
413,414000,-2136.15
415,416000,-2148.1465
417,418000,-2127.7731
419,420000,-2142.2948
421,422000,-2112.8922
423,424000,-2128.8975
425,426000,-2135.672
427,428000,-2143.3518
429,430000,-2147.5586
431,432000,-2154.1021
433,434000,-2147.4193
435,436000,-2143.4966
437,438000,-2127.4961
439,440000,-2130.2376
441,442000,-2137.6001
443,444000,-2115.8311
445,446000,-2140.0294
447,448000,-2142.5234
449,450000,-2143.8272
451,452000,-2153.355
453,454000,-2141.9553
455,456000,-2141.9724
457,458000,-2116.9902
459,460000,-2116.6134
461,462000,-2106.6317
463,464000,-2096.3813
465,466000,-2106.4688
467,468000,-2116.776
469,470000,-2110.386
471,472000,-2100.2637
473,474000,-2061.0319
475,476000,-2096.5601
477,478000,-2096.2308
479,480000,-2101.2222
481,482000,-2091.3739
483,484000,-2076.8062
485,486000,-2073.257
487,488000,-2048.2108
489,490000,-2068.684
491,492000,-2077.7417
493,494000,-2080.0161
495,496000,-2061.1972
497,498000,-2045.6768
499,500000,-2050.9309
501,502000,-2045.7552
503,504000,-2046.9792
505,506000,-2042.2554
507,508000,-2028.6565
509,510000,-2028.1861
511,512000,-2033.6531
513,514000,-2033.6344
515,516000,-2023.7898
517,518000,-2043.75
519,520000,-2051.2506
521,522000,-2067.6224
523,524000,-2039.1202
525,526000,-2023.6977
527,528000,-2023.8989
529,530000,-2028.1914
531,532000,-2034.9577
533,534000,-2012.0666
535,536000,-2057.9133
537,538000,-2053.5058
539,540000,-2048.8965
541,542000,-2060.0449
543,544000,-2036.3394
545,546000,-2034.2882
547,548000,-2026.0132
549,550000,-2019.6136
551,552000,-2017.0568
553,554000,-2029.1181
555,556000,-2031.4393
557,558000,-2016.209
559,560000,-2020.0775
561,562000,-2000.9775
563,564000,-1995.0945
565,566000,-2000.4348
567,568000,-2022.8177
569,570000,-2021.4837
571,572000,-2005.3277
573,574000,-1990.0977
575,576000,-1978.8313
577,578000,-1991.5134
579,580000,-2002.685
581,582000,-2007.8482
583,584000,-1994.9948
585,586000,-1978.1461
587,588000,-1960.8749
589,590000,-1966.6687
591,592000,-1961.7538
593,594000,-1968.3972
595,596000,-1971.6665
597,598000,-1978.6748
599,600000,-1970.1127
601,602000,-1981.9891
603,604000,-1957.4788
605,606000,-1983.2914
607,608000,-2003.9965
609,610000,-2008.8939
611,612000,-2004.1984
613,614000,-2010.6145
615,616000,-1973.8184
617,618000,-1985.7688
619,620000,-1993.5711
621,622000,-1978.0053
623,624000,-1989.1833
625,626000,-2007.8026
627,628000,-2003.1614
629,630000,-2009.9995
631,632000,-2001.3688
633,634000,-1997.7181
635,636000,-2001.7409
637,638000,-1978.997
639,640000,-1973.9465
641,642000,-1980.387
643,644000,-1990.9679
645,646000,-1982.6187
647,648000,-1977.4023
649,650000,-1971.4565
651,652000,-1943.8147
653,654000,-1955.9243
655,656000,-1971.5071
657,658000,-1974.6768
659,660000,-1973.7686
661,662000,-1968.1935
663,664000,-1948.6985
665,666000,-1947.0654
667,668000,-1970.8798
669,670000,-1960.7264
671,672000,-1962.5704
673,674000,-1946.2586
675,676000,-1924.8355
677,678000,-1924.9406
679,680000,-1931.1479
681,682000,-1958.6541
683,684000,-1935.7405
685,686000,-1929.7474
687,688000,-1919.6158
689,690000,-1918.4212
691,692000,-1937.3017
693,694000,-1913.011
695,696000,-1929.2092
697,698000,-1940.1559
699,700000,-1952.2439
701,702000,-1945.2262
703,704000,-1916.9642
705,706000,-1897.8509
707,708000,-1901.4024
709,710000,-1922.9788
711,712000,-1899.0665
713,714000,-1924.659
715,716000,-1930.62
717,718000,-1920.2727
719,720000,-1885.7628
721,722000,-1896.3998
723,724000,-1899.0333
725,726000,-1871.4151
727,728000,-1880.7965
729,730000,-1898.8566
731,732000,-1905.7196
733,734000,-1897.7197
735,736000,-1869.2209
737,738000,-1860.8414
739,740000,-1835.8491
741,742000,-1857.505
743,744000,-1864.1528
745,746000,-1842.2686
747,748000,-1845.0844
749,750000,-1852.2243
751,752000,-1837.9135
753,754000,-1841.0466
755,756000,-1840.7886
757,758000,-1860.6077
759,760000,-1856.6804
761,762000,-1856.5137
763,764000,-1830.3987
765,766000,-1820.3575
767,768000,-1809.1898
769,770000,-1821.5878
771,772000,-1835.1179
773,774000,-1818.2926
775,776000,-1824.1642
777,778000,-1833.629
779,780000,-1811.9985
781,782000,-1820.4823
783,784000,-1818.0979
785,786000,-1844.1555
787,788000,-1840.2884
789,790000,-1840.662
791,792000,-1834.7321
793,794000,-1799.2878
795,796000,-1814.3189
797,798000,-1814.4347
799,800000,-1810.3015
801,802000,-1812.6339
803,804000,-1833.967
805,806000,-1827.9544
807,808000,-1828.2093
809,810000,-1826.1053
811,812000,-1820.8219
813,814000,-1807.6078
815,816000,-1810.2028
817,818000,-1801.7349
819,820000,-1816.9219
821,822000,-1815.4094
823,824000,-1804.0731
825,826000,-1807.0684
827,828000,-1809.0565
829,830000,-1790.5455
831,832000,-1801.8868
833,834000,-1790.3677
835,836000,-1791.5185
837,838000,-1785.8169
839,840000,-1792.5639
841,842000,-1775.1956
843,844000,-1755.3601
845,846000,-1788.5202
847,848000,-1794.3152
849,850000,-1775.2966
851,852000,-1782.5309
853,854000,-1751.2865
855,856000,-1756.6404
857,858000,-1758.4591
859,860000,-1746.4493
861,862000,-1753.199
863,864000,-1757.2752
865,866000,-1747.9024
867,868000,-1750.5663
869,870000,-1755.7681
871,872000,-1734.9548
873,874000,-1750.379
875,876000,-1761.6798
877,878000,-1771.9946
879,880000,-1768.3242
881,882000,-1744.8056
883,884000,-1736.9201
885,886000,-1754.6765
887,888000,-1761.4715
889,890000,-1745.693
891,892000,-1777.3937
893,894000,-1776.8884
895,896000,-1785.4706
897,898000,-1767.2509
899,900000,-1758.0367
901,902000,-1748.3452
903,904000,-1742.3284
905,906000,-1728.7376
907,908000,-1737.0607
909,910000,-1742.8374
911,912000,-1743.1737
913,914000,-1739.1236
915,916000,-1737.6301
917,918000,-1734.547
919,920000,-1767.4512
921,922000,-1756.4202
923,924000,-1742.0756
925,926000,-1735.5047
927,928000,-1740.8466
929,930000,-1740.6436
931,932000,-1729.8683
933,934000,-1716.5451
935,936000,-1740.8499
937,938000,-1739.2961
939,940000,-1742.4739
941,942000,-1719.2799
943,944000,-1707.7395
945,946000,-1711.6059
947,948000,-1712.1826
949,950000,-1717.9885
951,952000,-1715.8566
953,954000,-1708.1015
955,956000,-1711.4732
957,958000,-1703.3614
959,960000,-1701.5305
961,962000,-1702.3872
963,964000,-1719.5361
965,966000,-1739.0761
967,968000,-1732.0664
969,970000,-1726.4496
971,972000,-1702.6073
973,974000,-1715.2265
975,976000,-1727.0832
977,978000,-1694.6291
979,980000,-1707.8105
981,982000,-1737.5549
983,984000,-1727.2416
985,986000,-1728.1805
987,988000,-1725.6778
989,990000,-1721.5089
991,992000,-1708.3128
993,994000,-1697.9961
995,996000,-1702.205
997,998000,-1700.6304
999,1000000,-1704.0341
1001,1002000,-1721.0082
1003,1004000,-1707.8643
1005,1006000,-1708.2969
1007,1008000,-1694.9768
1009,1010000,-1719.2527
1011,1012000,-1712.4145
1013,1014000,-1703.4795
1015,1016000,-1701.0607
1017,1018000,-1685.8711
1019,1020000,-1690.0934
1021,1022000,-1670.7922
1023,1024000,-1710.1384
1025,1026000,-1696.0643
1027,1028000,-1701.3261
1029,1030000,-1699.0235
1031,1032000,-1667.1889
1033,1034000,-1671.3949
1035,1036000,-1667.4426
1037,1038000,-1682.4059
1039,1040000,-1687.6498
1041,1042000,-1676.8958
1043,1044000,-1678.0985
1045,1046000,-1683.7387
1047,1048000,-1670.5697
1049,1050000,-1656.2879
1051,1052000,-1690.4823
1053,1054000,-1704.0315
1055,1056000,-1698.1757
1057,1058000,-1701.9427
1059,1060000,-1675.6806
1061,1062000,-1668.3262
1063,1064000,-1680.2958
1065,1066000,-1689.9965
1067,1068000,-1654.3402
1069,1070000,-1689.8677
1071,1072000,-1689.2019
1073,1074000,-1695.4332
1075,1076000,-1684.9672
1077,1078000,-1697.1157
1079,1080000,-1677.741
1081,1082000,-1667.4527
1083,1084000,-1665.4238
1085,1086000,-1677.1462
1087,1088000,-1676.3104
1089,1090000,-1676.29
1091,1092000,-1679.4231
1093,1094000,-1660.8034
1095,1096000,-1645.074
1097,1098000,-1659.2437
1099,1100000,-1673.2011
1101,1102000,-1655.4062
1103,1104000,-1652.9859
1105,1106000,-1657.3186
1107,1108000,-1644.6223
1109,1110000,-1642.6376
1111,1112000,-1639.1884
1113,1114000,-1661.4239
1115,1116000,-1667.7815
1117,1118000,-1657.8891
1119,1120000,-1640.903
1121,1122000,-1638.0574
1123,1124000,-1642.3696
1125,1126000,-1652.7065
1127,1128000,-1656.3713
1129,1130000,-1659.3305
1131,1132000,-1655.2189
1133,1134000,-1646.5185
1135,1136000,-1642.7808
1137,1138000,-1634.7128
1139,1140000,-1626.7345
1141,1142000,-1655.391
1143,1144000,-1659.4043
1145,1146000,-1666.232
1147,1148000,-1660.6354
1149,1150000,-1635.7191
1151,1152000,-1630.793
1153,1154000,-1635.5857
1155,1156000,-1630.4067
1157,1158000,-1638.806
1159,1160000,-1667.9728
1161,1162000,-1667.6977
1163,1164000,-1667.5796
1165,1166000,-1662.108
1167,1168000,-1652.2871
1169,1170000,-1642.2521
1171,1172000,-1636.6474
1173,1174000,-1633.6905
1175,1176000,-1633.7444
1177,1178000,-1627.3582
1179,1180000,-1634.6204
1181,1182000,-1643.9277
1183,1184000,-1639.6917
1185,1186000,-1620.271
1187,1188000,-1642.7206
1189,1190000,-1634.4116
1191,1192000,-1623.4861
1193,1194000,-1613.5502
1195,1196000,-1618.1823
1197,1198000,-1613.9136
1199,1200000,-1588.3888
1201,1202000,-1622.1068
1203,1204000,-1612.3211
1205,1206000,-1622.1733
1207,1208000,-1614.8709
1209,1210000,-1589.9474
1211,1212000,-1607.3873
1213,1214000,-1597.5956
1215,1216000,-1607.2288
1217,1218000,-1606.6698
1219,1220000,-1608.1648
1221,1222000,-1598.9824
1223,1224000,-1596.0844
1225,1226000,-1594.2628
1227,1228000,-1578.0239
1229,1230000,-1603.1837
1231,1232000,-1619.9884
1233,1234000,-1615.7263
1235,1236000,-1614.3412
1237,1238000,-1594.4438
1239,1240000,-1589.5757
1241,1242000,-1586.6667
1243,1244000,-1597.4789
1245,1246000,-1578.3167
1247,1248000,-1615.132
1249,1250000,-1615.125
1251,1252000,-1612.8421
1253,1254000,-1607.7897
1255,1256000,-1609.1614
1257,1258000,-1600.6651
1259,1260000,-1587.7238
1261,1262000,-1593.5317
1263,1264000,-1584.1881
1265,1266000,-1588.3977
1267,1268000,-1588.9102
1269,1270000,-1594.5269
1271,1272000,-1586.1112
1273,1274000,-1565.3151
1275,1276000,-1586.8605
1277,1278000,-1586.4177
1279,1280000,-1571.4639
1281,1282000,-1572.4423
1283,1284000,-1568.6141
1285,1286000,-1566.4185
1287,1288000,-1556.9672
1289,1290000,-1554.4866
1291,1292000,-1574.7593
1293,1294000,-1565.8206
1295,1296000,-1564.6508
1297,1298000,-1545.7508
1299,1300000,-1544.0356
1301,1302000,-1557.19
1303,1304000,-1568.5302
1305,1306000,-1564.6468
1307,1308000,-1571.6161
1309,1310000,-1555.543
1311,1312000,-1550.2439
1313,1314000,-1551.0399
1315,1316000,-1544.4678
1317,1318000,-1538.7826
1319,1320000,-1564.0575
1321,1322000,-1578.0744
1323,1324000,-1586.4312
1325,1326000,-1584.6976
1327,1328000,-1551.9951
1329,1330000,-1564.3557
1331,1332000,-1566.2206
1333,1334000,-1562.128
1335,1336000,-1556.2547
1337,1338000,-1584.6257
1339,1340000,-1594.6838
1341,1342000,-1579.8387
1343,1344000,-1578.483
1345,1346000,-1579.0158
1347,1348000,-1565.5697
1349,1350000,-1561.8185
1351,1352000,-1562.6926
1353,1354000,-1571.6219
1355,1356000,-1570.4422
1357,1358000,-1565.5815
1359,1360000,-1563.4558
1361,1362000,-1562.5095
1363,1364000,-1545.7723
1365,1366000,-1563.8817
1367,1368000,-1558.3493
1369,1370000,-1556.6518
1371,1372000,-1549.4892
1373,1374000,-1551.7837
1375,1376000,-1549.8792
1377,1378000,-1527.1923
1379,1380000,-1562.8873
1381,1382000,-1560.7528
1383,1384000,-1563.9169
1385,1386000,-1552.0221
1387,1388000,-1531.6997
1389,1390000,-1542.6225
1391,1392000,-1550.8667
1393,1394000,-1557.3047
1395,1396000,-1555.9754
1397,1398000,-1546.217
1399,1400000,-1539.6817
1401,1402000,-1542.6584
1403,1404000,-1529.8894
1405,1406000,-1518.3793
1407,1408000,-1541.6933
1409,1410000,-1547.5622
1411,1412000,-1550.9367
1413,1414000,-1553.6354
1415,1416000,-1541.1425
1417,1418000,-1525.837
1419,1420000,-1529.6036
1421,1422000,-1540.0422
1423,1424000,-1517.2739
1425,1426000,-1544.6947
1427,1428000,-1546.1446
1429,1430000,-1540.7819
