episode,timestep,reward
175,176000,-22288.4657
177,178000,-22120.1856
179,180000,-22064.8539
181,182000,-22276.1404
183,184000,-22135.8416
185,186000,-21662.3757
187,188000,-21919.803
189,190000,-21526.7855
191,192000,-21795.6452
193,194000,-21710.6419
195,196000,-21834.6959
197,198000,-21566.8643
199,200000,-21146.6332
201,202000,-21309.7266
203,204000,-21695.3549
205,206000,-21695.0458
207,208000,-21404.9053
209,210000,-21667.0792
211,212000,-21620.8205
213,214000,-21606.6547
215,216000,-21368.9523
217,218000,-21212.5909
219,220000,-20791.9629
221,222000,-20966.4599
223,224000,-20806.2938
225,226000,-20948.2557
227,228000,-20855.0923
229,230000,-20788.9588
231,232000,-20667.4889
233,234000,-20744.0445
235,236000,-20747.0282
237,238000,-21063.3001
239,240000,-20921.3005
241,242000,-20998.477
243,244000,-20682.6268
245,246000,-20669.0362
247,248000,-20352.8758
249,250000,-20346.7597
251,252000,-20414.2638
253,254000,-20377.0109
255,256000,-20299.6464
257,258000,-20618.7259
259,260000,-20519.1626
261,262000,-20548.1148
263,264000,-20427.9556
265,266000,-20439.8483
267,268000,-20176.899
269,270000,-20168.6188
271,272000,-20146.4085
273,274000,-19956.6506
275,276000,-20028.0224
277,278000,-19831.8086
279,280000,-19737.127
281,282000,-19912.6348
283,284000,-19663.3147
285,286000,-19690.3462
287,288000,-19323.6739
289,290000,-19378.2648
291,292000,-19754.3604
293,294000,-19525.9393
295,296000,-19589.3469
297,298000,-19530.4175
299,300000,-19655.5729
301,302000,-19579.6915
303,304000,-19455.528
305,306000,-19404.2076
307,308000,-19392.842
309,310000,-19120.4265
311,312000,-19164.7267
313,314000,-18971.1338
315,316000,-18950.9341
317,318000,-19030.9387
319,320000,-18804.9243
321,322000,-18773.5515
323,324000,-18894.2011
325,326000,-18886.8472
327,328000,-18846.8743
329,330000,-18881.0424
331,332000,-18825.531
333,334000,-18813.3534
335,336000,-18439.7152
337,338000,-18579.49
339,340000,-18524.6082
341,342000,-18448.1357
343,344000,-18418.4221
345,346000,-18700.3785
347,348000,-18609.7438
349,350000,-18692.7483
351,352000,-18598.9441
353,354000,-18549.1273
355,356000,-18337.5946
357,358000,-18429.245
359,360000,-18275.301
361,362000,-18294.0118
363,364000,-18338.8892
365,366000,-18226.6987
367,368000,-17918.0991
369,370000,-17956.3096
371,372000,-17821.1377
373,374000,-18034.3468
375,376000,-17996.1998
377,378000,-17849.4773
379,380000,-18097.6144
381,382000,-18303.5442
383,384000,-18462.173
385,386000,-18139.2299
387,388000,-18087.0728
389,390000,-17914.09
391,392000,-17942.7673
393,394000,-18159.9577
395,396000,-18102.4057
397,398000,-17929.3356
399,400000,-17839.3925
401,402000,-17568.4636
403,404000,-17450.4222
405,406000,-17499.4571
407,408000,-17556.3225
409,410000,-17403.194
411,412000,-17546.3503
413,414000,-17606.2874
415,416000,-17486.681
417,418000,-17768.6224
419,420000,-17586.2743
421,422000,-17470.4617
423,424000,-17575.9917
425,426000,-17229.6017
427,428000,-17161.7947
429,430000,-16984.3507
431,432000,-17184.3907
433,434000,-17283.1028
435,436000,-17435.0177
437,438000,-17469.1819
439,440000,-17677.0211
441,442000,-17616.9637
443,444000,-17541.963
445,446000,-17095.7097
447,448000,-17272.7481
449,450000,-17167.7038
451,452000,-17072.1256
453,454000,-17283.2909
455,456000,-17304.1301
457,458000,-17153.9682
459,460000,-17183.6452
461,462000,-17214.0371
463,464000,-17180.1274
465,466000,-16942.0624
467,468000,-17098.1732
469,470000,-17505.0134
471,472000,-17551.3649
473,474000,-17339.9348
475,476000,-17157.832
477,478000,-17185.9145
479,480000,-17246.1797
481,482000,-17218.4674
483,484000,-17278.9853
485,486000,-17074.9253
487,488000,-16891.3552
489,490000,-16820.979
491,492000,-16798.3407
493,494000,-16898.147
495,496000,-16959.9159
497,498000,-16748.2205
499,500000,-16766.5005
501,502000,-16763.3831
503,504000,-16997.5428
505,506000,-17041.6317
507,508000,-17097.6413
509,510000,-16930.6623
511,512000,-16883.1643
513,514000,-16553.7737
515,516000,-16656.8782
517,518000,-16508.9198
519,520000,-16673.7023
521,522000,-16565.6776
523,524000,-16862.5206
525,526000,-16852.1581
527,528000,-17055.4369
529,530000,-16997.8537
531,532000,-16903.3099
533,534000,-16558.9864
535,536000,-16407.0047
537,538000,-16410.8175
539,540000,-16402.1996
541,542000,-16463.2859
543,544000,-16306.2851
545,546000,-16456.2203
547,548000,-16309.2646
549,550000,-16292.6006
551,552000,-16402.9286
553,554000,-16338.0125
555,556000,-16270.7114
557,558000,-16404.2611
559,560000,-16608.7214
561,562000,-16530.2321
563,564000,-16539.683
565,566000,-16301.3447
567,568000,-16395.5626
569,570000,-16404.1175
571,572000,-16294.7947
573,574000,-16341.6028
575,576000,-16215.3883
577,578000,-16020.4882
579,580000,-16091.5142
581,582000,-15973.2479
583,584000,-15960.4615
585,586000,-15955.2239
587,588000,-15947.8025
589,590000,-15971.7364
591,592000,-16077.5359
593,594000,-16242.8458
595,596000,-16133.0767
597,598000,-16246.2974
599,600000,-16036.3761
601,602000,-16044.4123
603,604000,-15812.3258
605,606000,-15826.0308
607,608000,-15752.0252
609,610000,-15821.8759
611,612000,-15890.5436
613,614000,-16124.8887
615,616000,-16238.023
617,618000,-16190.8318
619,620000,-16110.0657
621,622000,-16022.3015
623,624000,-15800.0677
625,626000,-15768.7528
627,628000,-15696.3381
629,630000,-15615.3427
631,632000,-15677.5662
633,634000,-15752.2972
635,636000,-15660.2002
637,638000,-15623.6671
639,640000,-15728.7272
641,642000,-15715.2605
643,644000,-15578.5235
645,646000,-15555.1569
647,648000,-15860.54
649,650000,-15939.0017
651,652000,-15909.8153
653,654000,-15986.4438
655,656000,-15872.8494
657,658000,-15863.1669
659,660000,-15813.0941
661,662000,-15856.0301
663,664000,-15799.7508
665,666000,-15521.6108
667,668000,-15482.4444
669,670000,-15464.1635
671,672000,-15458.0455
673,674000,-15478.3131
675,676000,-15449.563
677,678000,-15386.6052
679,680000,-15580.8573
681,682000,-15588.7202
683,684000,-15715.6222
685,686000,-15679.7022
687,688000,-15584.8718
689,690000,-15558.2368
691,692000,-15279.7701
693,694000,-15282.6873
695,696000,-15182.9051
697,698000,-15246.6533
699,700000,-15223.8585
701,702000,-15442.0877
703,704000,-15575.7391
705,706000,-15593.4835
707,708000,-15683.2976
709,710000,-15579.6337
711,712000,-15272.8154
713,714000,-15194.3078
715,716000,-15248.8833
717,718000,-15192.994
719,720000,-15193.7723
721,722000,-15209.6664
723,724000,-15065.3439
725,726000,-15009.6717
727,728000,-15004.5832
729,730000,-15155.2616
731,732000,-15142.2709
733,734000,-14936.3918
735,736000,-15132.124
737,738000,-15189.0801
739,740000,-15476.8803
741,742000,-15372.6302
743,744000,-15220.8667
745,746000,-15173.9243
747,748000,-15418.8823
749,750000,-15272.331
751,752000,-15123.398
753,754000,-14989.744
755,756000,-14876.342
757,758000,-14879.832
759,760000,-14898.7198
761,762000,-14712.0473
763,764000,-15213.2272
765,766000,-14746.1686
767,768000,-14924.717
769,770000,-15117.9487
771,772000,-15089.4864
773,774000,-15787.8676
775,776000,-15251.8916
777,778000,-14929.7812
779,780000,-15446.2651
781,782000,-15486.1249
783,784000,-14668.2144
785,786000,-14580.2166
787,788000,-14706.4108
789,790000,-14626.4672
791,792000,-15138.8689
793,794000,-15004.6909
795,796000,-15134.0305
797,798000,-15071.475
799,800000,-15005.0207
801,802000,-14755.5059
803,804000,-14666.851
805,806000,-14714.9545
807,808000,-14795.1432
809,810000,-14705.1496
811,812000,-14898.9801
813,814000,-14870.3718
815,816000,-14806.8824
817,818000,-14813.09
819,820000,-14846.8384
821,822000,-14715.759
823,824000,-14686.6112
825,826000,-14957.3103
827,828000,-15152.7813
829,830000,-15101.2913
831,832000,-15164.7568
833,834000,-15182.1466
835,836000,-15035.9523
837,838000,-15188.0646
839,840000,-15122.4436
841,842000,-15035.2791
843,844000,-15168.6546
845,846000,-14731.8081
847,848000,-14677.4418
849,850000,-14623.3033
851,852000,-14654.7884
853,854000,-14733.8664
855,856000,-14673.7482
857,858000,-14792.5923
859,860000,-15003.8777
861,862000,-14995.2559
863,864000,-14868.4552
865,866000,-15035.3605
867,868000,-14992.7947
869,870000,-14657.5998
871,872000,-14678.3845
873,874000,-15294.717
875,876000,-14629.4148
877,878000,-14456.7849
879,880000,-14862.3771
881,882000,-14818.1905
883,884000,-14968.6305
885,886000,-15014.0646
887,888000,-14942.5839
889,890000,-14653.6697
891,892000,-14720.4026
893,894000,-14642.9564
895,896000,-14493.2963
897,898000,-14520.8997
899,900000,-14604.0625
901,902000,-14552.4623
903,904000,-14564.0916
905,906000,-14584.1677
907,908000,-14622.8298
909,910000,-14547.2264
911,912000,-14453.3482
913,914000,-14659.6824
915,916000,-14819.8445
917,918000,-14971.3033
919,920000,-14951.9176
921,922000,-14813.5115
923,924000,-14755.6596
925,926000,-14767.42
927,928000,-14794.6166
929,930000,-14806.6804
931,932000,-14617.8894
933,934000,-14406.1947
935,936000,-14447.0937
937,938000,-14456.8705
939,940000,-14420.9327
941,942000,-14503.2075
943,944000,-14362.9631
945,946000,-14464.8819
947,948000,-14693.6655
949,950000,-14746.1094
951,952000,-14556.0236
953,954000,-14746.1892
955,956000,-14619.106
957,958000,-14588.442
959,960000,-14389.3157
961,962000,-14475.778
963,964000,-14179.3256
965,966000,-14296.8062
967,968000,-14377.5688
969,970000,-14574.8171
971,972000,-14697.3054
973,974000,-14728.1104
975,976000,-14832.9543
977,978000,-14546.6394
979,980000,-14285.1179
981,982000,-14388.954
983,984000,-14365.5785
985,986000,-14267.0073
987,988000,-14359.9855
989,990000,-14345.9693
991,992000,-14341.7307
993,994000,-14199.4165
995,996000,-14118.0283
997,998000,-14349.7371
999,1000000,-15605.7968
1001,1002000,-14952.028
1003,1004000,-14541.5096
1005,1006000,-14725.7053
1007,1008000,-14795.651
1009,1010000,-14558.1166
1011,1012000,-14509.486
1013,1014000,-14626.4439
1015,1016000,-14686.3527
1017,1018000,-14593.0924
1019,1020000,-14426.0731
1021,1022000,-14291.8918
1023,1024000,-14089.2218
1025,1026000,-14149.9243
1027,1028000,-14285.1143
1029,1030000,-14064.689
1031,1032000,-14267.1048
1033,1034000,-14211.7409
1035,1036000,-14434.98
1037,1038000,-14570.1476
1039,1040000,-14615.9211
1041,1042000,-14644.7471
1043,1044000,-14583.7546
1045,1046000,-14586.3487
1047,1048000,-14292.5954
1049,1050000,-14199.8488
1051,1052000,-14180.5743
1053,1054000,-14148.8705
1055,1056000,-14337.5647
1057,1058000,-14424.5428
1059,1060000,-14604.368
1061,1062000,-14701.0687
1063,1064000,-14671.4301
1065,1066000,-14579.3734
1067,1068000,-14296.9622
1069,1070000,-14094.7122
1071,1072000,-14195.1365
1073,1074000,-14192.5647
1075,1076000,-14218.7025
1077,1078000,-14158.5579
1079,1080000,-14241.3049
1081,1082000,-14143.3557
1083,1084000,-14082.7222
1085,1086000,-14261.949
1087,1088000,-14188.5058
1089,1090000,-14070.2003
1091,1092000,-14202.0411
1093,1094000,-14480.162
1095,1096000,-14572.2267
1097,1098000,-14530.4101
1099,1100000,-14454.4593
1101,1102000,-14677.1277
1103,1104000,-14486.8335
1105,1106000,-14435.0633
1107,1108000,-14317.8898
1109,1110000,-14372.2107
1111,1112000,-13998.1139
1113,1114000,-14032.912
1115,1116000,-14020.7424
1117,1118000,-13998.3478
1119,1120000,-14048.6555
1121,1122000,-13967.5215
1123,1124000,-14273.6942
1125,1126000,-14379.2273
1127,1128000,-14318.7724
1129,1130000,-14391.1413
1131,1132000,-14459.1283
1133,1134000,-14290.1246
1135,1136000,-14638.6785
1137,1138000,-14058.3403
1139,1140000,-13984.801
1141,1142000,-14115.218
1143,1144000,-14051.7807
1145,1146000,-14137.0717
1147,1148000,-14377.6306
1149,1150000,-14385.2287
1151,1152000,-14481.6347
1153,1154000,-14552.1788
1155,1156000,-14498.1928
1157,1158000,-14058.0111
1159,1160000,-14077.9374
1161,1162000,-14063.089
1163,1164000,-13929.8606
1165,1166000,-14021.4721
1167,1168000,-13961.7384
1169,1170000,-14130.3036
1171,1172000,-13940.4726
1173,1174000,-13946.9186
1175,1176000,-14123.4733
1177,1178000,-14047.6446
1179,1180000,-13762.8955
1181,1182000,-15192.334
1183,1184000,-14510.7067
1185,1186000,-14248.9731
1187,1188000,-14304.1999
1189,1190000,-14139.2879
1191,1192000,-14156.2447
1193,1194000,-14222.3032
1195,1196000,-14189.9587
1197,1198000,-14146.0625
1199,1200000,-14602.8735
1201,1202000,-13754.0658
1203,1204000,-13851.6073
1205,1206000,-14026.6821
1207,1208000,-14850.0488
1209,1210000,-13846.6784
1211,1212000,-13851.2706
1213,1214000,-14178.8571
1215,1216000,-15274.7723
1217,1218000,-14322.3846
1219,1220000,-14416.4633
1221,1222000,-14283.1194
1223,1224000,-14168.4117
1225,1226000,-14029.3007
1227,1228000,-13798.5555
1229,1230000,-13906.5757
1231,1232000,-13798.3907
1233,1234000,-13875.7194
1235,1236000,-13988.0087
1237,1238000,-14418.274
1239,1240000,-14195.832
1241,1242000,-14292.8608
1243,1244000,-14194.5277
1245,1246000,-14059.6465
1247,1248000,-14013.0637
1249,1250000,-13989.2324
1251,1252000,-13895.6937
1253,1254000,-13908.3793
1255,1256000,-13929.4402
1257,1258000,-13840.9517
1259,1260000,-13774.4776
1261,1262000,-14185.9689
1263,1264000,-13875.1219
1265,1266000,-14415.2158
1267,1268000,-13798.1943
1269,1270000,-13998.6659
1271,1272000,-14124.5584
1273,1274000,-14225.1593
1275,1276000,-14160.6198
1277,1278000,-14003.6036
1279,1280000,-14511.5387
1281,1282000,-14292.7398
1283,1284000,-14026.2167
1285,1286000,-13984.9522
1287,1288000,-14002.1746
1289,1290000,-13868.7902
1291,1292000,-13684.9934
1293,1294000,-13736.5272
1295,1296000,-13665.7062
1297,1298000,-13678.5792
1299,1300000,-13628.019
1301,1302000,-13881.1778
1303,1304000,-13994.6177
1305,1306000,-14483.4515
1307,1308000,-14077.8094
1309,1310000,-14014.5472
1311,1312000,-13960.4128
1313,1314000,-13922.5037
1315,1316000,-13645.0596
1317,1318000,-13593.2471
1319,1320000,-13565.6903
1321,1322000,-13693.4958
1323,1324000,-14267.9492
1325,1326000,-13958.8148
1327,1328000,-14116.1639
1329,1330000,-14200.1507
1331,1332000,-13997.6095
1333,1334000,-14002.1537
1335,1336000,-13778.0876
1337,1338000,-13747.3844
1339,1340000,-13713.333
1341,1342000,-13640.8963
1343,1344000,-13745.3992
1345,1346000,-13702.0746
1347,1348000,-13727.4565
1349,1350000,-13692.2095
1351,1352000,-13580.0131
1353,1354000,-13737.8946
1355,1356000,-13614.0482
1357,1358000,-13551.9437
1359,1360000,-13934.18
1361,1362000,-14061.2401
1363,1364000,-13990.3023
1365,1366000,-13947.9535
1367,1368000,-14058.002
1369,1370000,-13888.5644
1371,1372000,-13885.5021
1373,1374000,-13889.3551
1375,1376000,-13956.6196
1377,1378000,-13651.1968
1379,1380000,-13661.781
1381,1382000,-13645.4518
1383,1384000,-13655.3061
1385,1386000,-13616.8983
1387,1388000,-13666.0304
1389,1390000,-13553.033
1391,1392000,-13906.0223
1393,1394000,-14052.1192
1395,1396000,-14022.205
1397,1398000,-14012.6557
1399,1400000,-13956.0831
1401,1402000,-13839.03
1403,1404000,-13702.1296
1405,1406000,-13553.7128
1407,1408000,-13610.7757
1409,1410000,-13569.299
1411,1412000,-13577.2401
1413,1414000,-13741.8099
1415,1416000,-14028.789
1417,1418000,-14108.8457
1419,1420000,-14063.4744
1421,1422000,-14048.8987
1423,1424000,-13870.3456
1425,1426000,-13709.5771
1427,1428000,-13746.6212
1429,1430000,-13739.5363
1431,1432000,-13715.9682
1433,1434000,-13778.7487
1435,1436000,-13673.9163
1437,1438000,-13702.2677
1439,1440000,-13664.9252
1441,1442000,-13721.065
1443,1444000,-13563.2297
1445,1446000,-13495.2295
1447,1448000,-13726.7095
1449,1450000,-14047.5768
1451,1452000,-13966.8337
1453,1454000,-13858.6993
1455,1456000,-13883.9141
1457,1458000,-13888.6557
1459,1460000,-13834.9955
1461,1462000,-13841.4874
1463,1464000,-13796.8011
1465,1466000,-13730.3786
1467,1468000,-13631.2168
1469,1470000,-13435.9154
1471,1472000,-13505.0061
1473,1474000,-13513.1692
1475,1476000,-13396.3965
1477,1478000,-13428.5485
1479,1480000,-13694.121
1481,1482000,-13839.1745
1483,1484000,-13865.3563
1485,1486000,-13794.3741
1487,1488000,-13857.6354
1489,1490000,-13675.6822
1491,1492000,-13670.0913
1493,1494000,-13353.7091
1495,1496000,-13327.6988
1497,1498000,-13392.7445
1499,1500000,-13586.9961
1501,1502000,-13401.8588
1503,1504000,-13768.316
1505,1506000,-13893.3577
1507,1508000,-13913.1381
1509,1510000,-13749.3673
1511,1512000,-13850.7573
1513,1514000,-13598.1905
1515,1516000,-13485.9701
1517,1518000,-13554.6261
1519,1520000,-13419.3202
1521,1522000,-13391.9925
1523,1524000,-13460.6837
1525,1526000,-13371.058
1527,1528000,-13389.5315
1529,1530000,-13409.0849
1531,1532000,-13588.0832
1533,1534000,-13447.412
1535,1536000,-13361.7828
1537,1538000,-13759.3533
1539,1540000,-13781.4329
1541,1542000,-13712.0479
1543,1544000,-13754.3701
1545,1546000,-13648.611
1547,1548000,-13743.6884
1549,1550000,-13692.7762
1551,1552000,-13683.1771
1553,1554000,-13601.2614
1555,1556000,-13377.0367
1557,1558000,-13306.1297
1559,1560000,-13278.8195
1561,1562000,-13334.0894
1563,1564000,-13362.366
1565,1566000,-13384.3156
1567,1568000,-13376.0976
1569,1570000,-13630.7809
1571,1572000,-13703.4466
1573,1574000,-13719.8975
1575,1576000,-13789.5395
1577,1578000,-13690.934
1579,1580000,-13674.7313
1581,1582000,-13365.5057
1583,1584000,-13229.9266
1585,1586000,-13280.9259
1587,1588000,-13224.6641
1589,1590000,-13276.1513
1591,1592000,-13427.9274
1593,1594000,-13706.9527
1595,1596000,-13773.1296
1597,1598000,-13716.1146
1599,1600000,-13656.8352
1601,1602000,-13548.8488
1603,1604000,-13395.4332
1605,1606000,-13375.4117
1607,1608000,-13373.8499
1609,1610000,-13323.2502
1611,1612000,-13391.6919
1613,1614000,-13329.0955
1615,1616000,-13337.0923
1617,1618000,-13311.9206
1619,1620000,-13397.1001
1621,1622000,-13293.5485
1623,1624000,-13246.6988
1625,1626000,-13281.6737
1627,1628000,-13601.4117
1629,1630000,-13620.944
1631,1632000,-13611.8535
1633,1634000,-13641.8977
1635,1636000,-13603.6292
1637,1638000,-13553.5012
1639,1640000,-13680.5166
1641,1642000,-13622.0176
1643,1644000,-13603.1874
1645,1646000,-13186.6891
1647,1648000,-13188.3438
1649,1650000,-13182.3815
1651,1652000,-13145.6624
1653,1654000,-13151.7881
1655,1656000,-13141.8456
1657,1658000,-13387.1458
1659,1660000,-13552.3107
1661,1662000,-13677.4182
1663,1664000,-13746.7774
1665,1666000,-13584.0374
1667,1668000,-13562.946
1669,1670000,-13444.6259
1671,1672000,-13133.7059
1673,1674000,-13308.2359
1675,1676000,-13330.4912
1677,1678000,-13251.284
1679,1680000,-13213.9989
1681,1682000,-13562.7003
1683,1684000,-13626.8532
1685,1686000,-13645.5873
1687,1688000,-13642.3296
1689,1690000,-13551.6631
1691,1692000,-13281.0501
1693,1694000,-13261.4607
1695,1696000,-13242.2553
1697,1698000,-13224.6503
1699,1700000,-13161.5529
1701,1702000,-13202.1865
1703,1704000,-13200.2175
1705,1706000,-13196.2611
1707,1708000,-13143.6136
1709,1710000,-13493.2415
1711,1712000,-13212.6683
1713,1714000,-13124.6192
1715,1716000,-13495.7954
1717,1718000,-13613.1911
1719,1720000,-13614.9407
1721,1722000,-13578.675
1723,1724000,-13576.5556
1725,1726000,-13602.9361
1727,1728000,-13623.4384
1729,1730000,-13593.2478
1731,1732000,-13561.0435
1733,1734000,-13274.6419
1735,1736000,-13219.2729
1737,1738000,-13175.1018
1739,1740000,-13216.3815
1741,1742000,-13184.6384
1743,1744000,-13221.3067
1745,1746000,-13254.5789
1747,1748000,-13546.0903
1749,1750000,-13602.4196
1751,1752000,-13682.7448
1753,1754000,-13719.2468
1755,1756000,-13655.7978
1757,1758000,-13538.0713
1759,1760000,-13430.2735
1761,1762000,-13184.0213
1763,1764000,-13186.0206
1765,1766000,-13191.1584
1767,1768000,-13246.571
1769,1770000,-13287.6887
1771,1772000,-13583.9113
1773,1774000,-13640.878
1775,1776000,-13636.1649
1777,1778000,-13619.3229
1779,1780000,-13494.1211
1781,1782000,-13270.0038
1783,1784000,-13236.4513
1785,1786000,-13226.6113
1787,1788000,-13236.5672
1789,1790000,-13213.1311
1791,1792000,-13245.8861
1793,1794000,-13284.8968
1795,1796000,-13189.0168
1797,1798000,-13310.5296
1799,1800000,-13241.5746
1801,1802000,-13226.042
1803,1804000,-13271.0702
1805,1806000,-13624.2142
1807,1808000,-13653.9562
1809,1810000,-13576.8143
1811,1812000,-13561.2072
1813,1814000,-13547.196
1815,1816000,-13579.3964
1817,1818000,-13578.8519
1819,1820000,-13555.7795
1821,1822000,-13458.261
1823,1824000,-13210.4144
1825,1826000,-13207.7109
1827,1828000,-13191.3086
1829,1830000,-13218.2045
1831,1832000,-13157.9623
1833,1834000,-13188.0693
1835,1836000,-13379.2765
1837,1838000,-13530.0983
1839,1840000,-13505.1269
1841,1842000,-13546.7209
1843,1844000,-13560.9438
1845,1846000,-13485.3592
1847,1848000,-13417.7909
1849,1850000,-13140.7955
1851,1852000,-13116.303
1853,1854000,-13145.3881
1855,1856000,-13157.8404
1857,1858000,-13190.4021
1859,1860000,-13407.1476
1861,1862000,-13600.6169
1863,1864000,-13592.8272
1865,1866000,-13545.4576
1867,1868000,-13584.6003
1869,1870000,-13199.3388
1871,1872000,-13206.9347
1873,1874000,-13263.7863
1875,1876000,-13176.0076
1877,1878000,-13203.5375
1879,1880000,-13321.6377
1881,1882000,-13386.3842
1883,1884000,-13090.57
1885,1886000,-13078.0664
1887,1888000,-13236.7674
1889,1890000,-13127.2241
1891,1892000,-13026.594
1893,1894000,-13375.8936
1895,1896000,-13524.1698
1897,1898000,-13533.4733
1899,1900000,-13489.006
1901,1902000,-13540.3226
1903,1904000,-13485.1323
1905,1906000,-13475.2263
1907,1908000,-13550.8013
1909,1910000,-13436.8292
1911,1912000,-13297.2594
1913,1914000,-13063.4283
1915,1916000,-13048.165
1917,1918000,-13084.7296
1919,1920000,-13145.9317
1921,1922000,-13076.536
1923,1924000,-13105.7477
1925,1926000,-13377.3861
1927,1928000,-13487.7148
1929,1930000,-13499.0923
1931,1932000,-13599.6909
1933,1934000,-13499.4322
1935,1936000,-13426.8588
1937,1938000,-13207.7774
1939,1940000,-13076.2259
1941,1942000,-13086.1182
1943,1944000,-13069.9746
1945,1946000,-13186.4662
1947,1948000,-13243.0274
1949,1950000,-13517.2518
1951,1952000,-13544.0204
1953,1954000,-13522.896
1955,1956000,-13531.1844
1957,1958000,-13354.3574
1959,1960000,-13175.3719
1961,1962000,-13291.2879
1963,1964000,-13194.6059
1965,1966000,-13190.4508
1967,1968000,-13160.1155
1969,1970000,-13128.1804
1971,1972000,-13168.9284
1973,1974000,-13136.7556
1975,1976000,-13230.6758
1977,1978000,-13168.4221
1979,1980000,-13088.7894
1981,1982000,-13144.0998
1983,1984000,-13502.2116
1985,1986000,-13524.8744
1987,1988000,-13498.119
1989,1990000,-13508.0254
1991,1992000,-13488.091
1993,1994000,-13468.7741
1995,1996000,-13483.6562
1997,1998000,-13418.1892
1999,2000000,-13382.5797
2001,2002000,-13074.4279
2003,2004000,-13035.0389
2005,2006000,-13137.5631
2007,2008000,-13147.8347
2009,2010000,-13115.6203
2011,2012000,-13156.9724
2013,2014000,-13227.3676
2015,2016000,-13422.8724
2017,2018000,-13644.254
2019,2020000,-13729.0655
2021,2022000,-13574.3575
2023,2024000,-13986.5211
2025,2026000,-13531.6921
2027,2028000,-13280.7181
2029,2030000,-13463.8496
2031,2032000,-13308.3075
2033,2034000,-13634.1087
2035,2036000,-13423.3868
2037,2038000,-13510.3462
2039,2040000,-13538.2094
2041,2042000,-13557.2762
2043,2044000,-13531.6631
2045,2046000,-13607.5116
2047,2048000,-13199.3098
2049,2050000,-13124.6482
2051,2052000,-13157.1667
2053,2054000,-13176.5644
2055,2056000,-13057.7115
2057,2058000,-13071.661
2059,2060000,-13062.8344
2061,2062000,-13066.6668
2063,2064000,-13043.3768
2065,2066000,-13214.5504
2067,2068000,-13076.5914
2069,2070000,-12997.3489
2071,2072000,-13395.072
2073,2074000,-13512.3052
2075,2076000,-13466.0167
2077,2078000,-13467.5052
2079,2080000,-13423.6407
2081,2082000,-13418.4791
2083,2084000,-13435.758
2085,2086000,-13413.4658
2087,2088000,-13381.5375
2089,2090000,-13215.3429
2091,2092000,-13037.4155
2093,2094000,-13030.996
2095,2096000,-13040.3426
2097,2098000,-13072.504
2099,2100000,-13104.8497
2101,2102000,-13053.0614
2103,2104000,-13324.0859
2105,2106000,-13405.7959
2107,2108000,-13452.274
2109,2110000,-13452.8864
2111,2112000,-13467.5183
2113,2114000,-13375.592
2115,2116000,-13176.6262
2117,2118000,-13094.6449
2119,2120000,-12954.7638
2121,2122000,-13010.8903
2123,2124000,-13030.4036
2125,2126000,-13170.8518
2127,2128000,-13398.9283
2129,2130000,-13409.3485
2131,2132000,-13492.5972
2133,2134000,-13431.0839
2135,2136000,-13280.4645
2137,2138000,-13105.7891
2139,2140000,-13136.0294
2141,2142000,-13128.7821
2143,2144000,-13121.9942
2145,2146000,-13070.9777
2147,2148000,-13076.3881
2149,2150000,-13069.0386
2151,2152000,-13049.3299
2153,2154000,-13115.6982
