episode,timestep,reward
187,188000,-77387.9016
189,190000,-78516.2801
191,192000,-77291.3671
193,194000,-77060.1856
195,196000,-76486.7945
197,198000,-75059.5126
199,200000,-75498.2763
201,202000,-76047.3484
203,204000,-75434.9869
205,206000,-76114.0424
207,208000,-74835.8967
209,210000,-74824.0359
211,212000,-73323.6545
213,214000,-73107.8276
215,216000,-71835.116
217,218000,-72675.9503
219,220000,-72726.4712
221,222000,-72054.1606
223,224000,-75037.2436
225,226000,-73314.0962
227,228000,-71042.143
229,230000,-70523.7637
231,232000,-69276.8552
233,234000,-68077.9584
235,236000,-68654.1235
237,238000,-68174.5341
239,240000,-68607.0733
241,242000,-68854.3794
243,244000,-67629.072
245,246000,-68669.5572
247,248000,-68682.2031
249,250000,-67727.2182
251,252000,-68426.7689
253,254000,-67406.2721
255,256000,-66606.9205
257,258000,-65609.2662
259,260000,-65404.7297
261,262000,-66679.0995
263,264000,-63168.1243
265,266000,-64298.6787
267,268000,-64796.3963
269,270000,-65241.3706
271,272000,-64612.7343
273,274000,-64333.2221
275,276000,-63274.9891
277,278000,-64138.1391
279,280000,-62567.34
281,282000,-62970.3666
283,284000,-61539.1491
285,286000,-61535.0059
287,288000,-60867.0762
289,290000,-61822.8824
291,292000,-62660.3467
293,294000,-62274.811
295,296000,-61909.0711
297,298000,-62320.0959
299,300000,-62268.6548
301,302000,-63127.246
303,304000,-60641.7561
305,306000,-59864.0897
307,308000,-59062.4013
309,310000,-60940.2328
311,312000,-61252.9008
313,314000,-60507.2204
315,316000,-59898.0775
317,318000,-60525.1583
319,320000,-58234.3919
321,322000,-57576.9173
323,324000,-57743.7671
325,326000,-58064.8563
327,328000,-58902.2476
329,330000,-57336.1147
331,332000,-57438.9679
333,334000,-56932.5669
335,336000,-58821.0295
337,338000,-57894.4717
339,340000,-57716.7909
341,342000,-57779.53
343,344000,-57155.9098
345,346000,-56037.256
347,348000,-56123.7101
349,350000,-55925.174
351,352000,-56248.7877
353,354000,-54890.0528
355,356000,-55301.0848
357,358000,-56138.1242
359,360000,-56125.3548
361,362000,-54615.7286
363,364000,-56661.6365
365,366000,-55998.9408
367,368000,-55399.9632
369,370000,-54533.7057
371,372000,-53428.2373
373,374000,-53271.5476
375,376000,-52213.388
377,378000,-51845.8943
379,380000,-52596.4369
381,382000,-52832.9732
383,384000,-52969.7525
385,386000,-52030.4079
387,388000,-52127.5231
389,390000,-52042.4804
391,392000,-53139.2624
393,394000,-51111.6377
395,396000,-49250.8024
397,398000,-51343.9124
399,400000,-51185.6021
401,402000,-51666.4798
403,404000,-51475.7805
405,406000,-51103.5853
407,408000,-50797.8071
409,410000,-48851.0387
411,412000,-48768.1685
413,414000,-49904.3505
415,416000,-50242.6012
417,418000,-50358.2521
419,420000,-49513.8819
421,422000,-48367.465
423,424000,-50248.7381
425,426000,-50230.1476
427,428000,-50582.4734
429,430000,-50110.8872
431,432000,-49282.1607
433,434000,-48207.7198
435,436000,-49824.2964
437,438000,-48573.2004
439,440000,-49137.4403
441,442000,-48076.8539
443,444000,-47387.6502
445,446000,-48190.5892
447,448000,-48397.9695
449,450000,-47951.4853
451,452000,-47777.7643
453,454000,-47840.9048
455,456000,-47110.274
457,458000,-48004.0702
459,460000,-47030.801
461,462000,-45810.5414
463,464000,-46169.7634
465,466000,-45276.8938
467,468000,-47590.0741
469,470000,-47337.55
471,472000,-47085.0144
473,474000,-46195.8916
475,476000,-46275.6649
477,478000,-45992.9728
479,480000,-46903.7808
481,482000,-46363.6671
483,484000,-45067.4947
485,486000,-43873.584
487,488000,-46058.7613
489,490000,-45558.0919
491,492000,-46305.9876
493,494000,-45811.9045
495,496000,-46352.6942
497,498000,-43012.2734
499,500000,-43527.7224
501,502000,-43520.5668
503,504000,-43304.9427
505,506000,-44457.8005
507,508000,-43703.8538
509,510000,-43053.6334
511,512000,-42769.1327
513,514000,-44817.6808
515,516000,-45572.6954
517,518000,-44035.4143
519,520000,-44946.6402
521,522000,-44405.6868
523,524000,-43067.7825
525,526000,-44793.6181
527,528000,-44446.2788
529,530000,-44476.8406
531,532000,-43280.1758
533,534000,-42151.6247
535,536000,-43239.6388
537,538000,-42489.8645
539,540000,-42608.371
541,542000,-43463.0618
543,544000,-42761.731
545,546000,-43315.8335
547,548000,-42295.8004
549,550000,-42867.1206
551,552000,-42008.8901
553,554000,-41734.7681
555,556000,-40740.5741
557,558000,-42827.3725
559,560000,-42975.4108
561,562000,-41599.8116
563,564000,-40823.3685
565,566000,-42353.5127
567,568000,-42389.4767
569,570000,-41640.0901
571,572000,-41782.0785
573,574000,-39761.2191
575,576000,-41599.6961
577,578000,-40737.0981
579,580000,-40288.5125
581,582000,-43374.2173
583,584000,-39607.8338
585,586000,-38415.7878
587,588000,-38318.416
589,590000,-39351.5044
591,592000,-38602.9395
593,594000,-38839.593
595,596000,-37666.8348
597,598000,-38184.9374
599,600000,-36406.1485
601,602000,-38225.4805
603,604000,-39589.0737
605,606000,-39587.7633
607,608000,-38295.8097
609,610000,-38217.9193
611,612000,-38916.3724
613,614000,-38750.54
615,616000,-38938.511
617,618000,-39518.654
619,620000,-38759.4042
621,622000,-38435.5389
623,624000,-38642.7161
625,626000,-39669.3246
627,628000,-38441.5379
629,630000,-39088.8997
631,632000,-39488.534
633,634000,-39513.0725
635,636000,-39895.7568
637,638000,-39942.1178
639,640000,-37882.3027
641,642000,-38103.3684
643,644000,-38387.199
645,646000,-38025.6648
647,648000,-38679.93
649,650000,-38486.5716
651,652000,-37679.2894
653,654000,-38244.7269
655,656000,-37750.6505
657,658000,-38759.3505
659,660000,-38074.3765
661,662000,-37162.9971
663,664000,-36436.2283
665,666000,-37734.7734
667,668000,-37607.4872
669,670000,-37589.0508
671,672000,-38046.0341
673,674000,-37773.0544
675,676000,-35656.3012
677,678000,-37238.0679
679,680000,-36487.1218
681,682000,-36594.1958
683,684000,-36735.8669
685,686000,-36404.3387
687,688000,-35277.4928
689,690000,-34129.3814
691,692000,-35601.887
693,694000,-36373.7489
695,696000,-36026.1977
697,698000,-36270.1164
699,700000,-35045.9652
701,702000,-35797.4845
703,704000,-35808.8677
705,706000,-35518.0566
707,708000,-35255.0002
709,710000,-34121.7354
711,712000,-35481.3637
713,714000,-34914.1329
715,716000,-35268.5054
717,718000,-35241.1113
719,720000,-35648.0421
721,722000,-34884.5259
723,724000,-35091.4831
725,726000,-34995.9999
727,728000,-34465.9879
729,730000,-33833.9628
731,732000,-34581.6024
733,734000,-32778.0197
735,736000,-34619.4373
737,738000,-34508.6473
739,740000,-34634.7784
741,742000,-34352.5951
743,744000,-34158.6454
745,746000,-35299.2193
747,748000,-34614.354
749,750000,-34765.9023
751,752000,-32971.7472
753,754000,-34033.3469
755,756000,-34998.3506
757,758000,-34434.2419
759,760000,-33621.0189
761,762000,-34802.21
763,764000,-33842.2946
765,766000,-32394.9385
767,768000,-33713.3991
769,770000,-33658.1483
771,772000,-34265.9945
773,774000,-33304.906
775,776000,-33093.8436
777,778000,-31923.848
779,780000,-32550.1497
781,782000,-33501.6696
783,784000,-33625.1695
785,786000,-33089.346
787,788000,-32969.6959
789,790000,-32639.0829
791,792000,-33365.4923
793,794000,-33492.8136
795,796000,-33344.6403
797,798000,-32863.8165
799,800000,-31958.9371
801,802000,-33103.7043
803,804000,-32944.6201
805,806000,-33155.9372
807,808000,-33088.8608
809,810000,-32771.2389
811,812000,-32834.9716
813,814000,-33343.1482
815,816000,-32479.8981
817,818000,-30915.3639
819,820000,-32146.9427
821,822000,-31967.8645
823,824000,-30860.6934
825,826000,-32369.4426
827,828000,-32293.2742
829,830000,-32513.2385
831,832000,-32808.6645
833,834000,-32250.3272
835,836000,-32558.754
837,838000,-32276.1085
839,840000,-31589.2292
841,842000,-30585.0532
843,844000,-32157.6967
845,846000,-32258.1222
847,848000,-32363.164
849,850000,-32443.5542
851,852000,-32389.6749
853,854000,-30620.9658
855,856000,-31254.6451
857,858000,-32068.103
859,860000,-32123.3706
861,862000,-32064.7788
863,864000,-31876.5662
865,866000,-31183.9829
867,868000,-29853.0751
869,870000,-32099.8005
871,872000,-31870.1644
873,874000,-31758.8547
875,876000,-31854.1082
877,878000,-31008.2787
879,880000,-31150.9453
881,882000,-31810.9599
883,884000,-31655.8601
885,886000,-31849.9245
887,888000,-30156.9301
889,890000,-31126.2954
891,892000,-31569.6114
893,894000,-31657.8581
895,896000,-32159.3598
897,898000,-31870.2047
899,900000,-31428.9677
901,902000,-31485.8732
903,904000,-31447.8404
905,906000,-30937.8172
907,908000,-29543.6377
909,910000,-30729.4503
911,912000,-29434.8376
913,914000,-30322.7144
915,916000,-31110.7724
917,918000,-30837.669
919,920000,-30504.8357
921,922000,-31155.8463
923,924000,-30982.027
925,926000,-30947.4927
927,928000,-30692.6048
929,930000,-28978.454
931,932000,-29920.1615
933,934000,-31028.6668
935,936000,-30922.0419
937,938000,-30728.7384
939,940000,-30526.7901
941,942000,-30483.4467
943,944000,-28597.5204
945,946000,-30072.4512
947,948000,-30030.6476
949,950000,-30406.8516
951,952000,-30168.1409
953,954000,-29568.8356
955,956000,-28435.9852
957,958000,-28465.9211
959,960000,-29818.5186
961,962000,-29805.3312
963,964000,-29754.9789
965,966000,-28669.4656
967,968000,-28457.1579
969,970000,-29616.7497
971,972000,-29533.0408
973,974000,-29337.9865
975,976000,-29288.6599
977,978000,-28207.7374
979,980000,-29092.5547
981,982000,-29046.266
983,984000,-28998.1586
985,986000,-29009.9503
987,988000,-28781.2754
989,990000,-29273.9073
991,992000,-29422.0752
993,994000,-28908.3763
995,996000,-27348.4327
997,998000,-28322.3704
999,1000000,-28480.7027
1001,1002000,-26996.9079
1003,1004000,-28435.3038
1005,1006000,-28297.1501
1007,1008000,-28080.7701
1009,1010000,-28046.5817
1011,1012000,-28397.933
1013,1014000,-28595.3645
1015,1016000,-28565.6394
1017,1018000,-27946.5532
1019,1020000,-25858.1416
1021,1022000,-28250.8496
1023,1024000,-28592.7495
1025,1026000,-28511.6246
1027,1028000,-28550.0835
1029,1030000,-28307.5842
1031,1032000,-26759.72
