episode,timestep,reward
391,392000,-82112.9597
393,394000,-82369.1096
395,396000,-81684.1798
397,398000,-81032.1917
399,400000,-80463.0306
401,402000,-81521.3567
403,404000,-80713.1456
405,406000,-81634.9715
407,408000,-79536.7981
409,410000,-78683.4818
411,412000,-80846.2557
413,414000,-81003.2288
415,416000,-81951.804
417,418000,-81008.5071
419,420000,-80748.9269
421,422000,-78820.0743
423,424000,-79103.9093
425,426000,-81451.8417
427,428000,-79573.8847
429,430000,-80074.6677
431,432000,-81165.3811
433,434000,-77230.9626
435,436000,-79577.069
437,438000,-80164.8457
439,440000,-79683.2771
441,442000,-82314.4123
443,444000,-81723.1006
445,446000,-81132.545
447,448000,-79231.9212
449,450000,-79732.881
451,452000,-79644.211
453,454000,-79935.3233
455,456000,-81153.4422
457,458000,-77066.9048
459,460000,-80735.7232
461,462000,-79065.9481
463,464000,-80614.0179
465,466000,-78681.9246
467,468000,-79149.6479
469,470000,-79517.0367
471,472000,-78203.7919
473,474000,-77604.1892
475,476000,-76378.0887
477,478000,-79307.6601
479,480000,-78969.8879
481,482000,-78286.525
483,484000,-78732.8291
485,486000,-77028.0159
487,488000,-75996.448
489,490000,-78314.4237
491,492000,-79117.3746
493,494000,-78330.4134
495,496000,-77532.4741
497,498000,-74075.195
499,500000,-73836.4231
501,502000,-78618.4832
503,504000,-77619.9999
505,506000,-76062.5765
507,508000,-77403.7996
509,510000,-76975.0293
511,512000,-78736.1557
513,514000,-79878.4254
515,516000,-82810.671
517,518000,-81151.9376
519,520000,-80344.3228
521,522000,-80595.0001
523,524000,-81766.3732
525,526000,-75592.7605
527,528000,-79100.0298
529,530000,-79579.0477
531,532000,-78877.729
533,534000,-81025.639
535,536000,-81371.8582
537,538000,-79580.7359
539,540000,-78257.3776
541,542000,-77223.9854
543,544000,-80149.4807
545,546000,-77327.653
547,548000,-78342.3519
549,550000,-78649.2901
551,552000,-74405.9399
553,554000,-74022.7405
555,556000,-76915.1301
557,558000,-77093.8403
559,560000,-76413.3682
561,562000,-75723.6915
563,564000,-77688.7567
565,566000,-77716.8447
567,568000,-74751.477
569,570000,-74402.1742
571,572000,-73177.3005
573,574000,-72162.0464
575,576000,-74484.9995
577,578000,-73154.9073
579,580000,-73293.5447
581,582000,-72810.9692
583,584000,-77778.3328
585,586000,-70235.6131
587,588000,-70549.48
589,590000,-73152.8799
591,592000,-74447.7308
593,594000,-73423.8577
595,596000,-73573.3005
597,598000,-72625.8393
599,600000,-73950.1935
601,602000,-68425.0078
603,604000,-73344.344
605,606000,-72208.9539
607,608000,-71390.2219
609,610000,-70759.418
611,612000,-76308.478
613,614000,-70751.0604
615,616000,-72684.3747
617,618000,-75933.8774
619,620000,-73092.4613
621,622000,-72447.1452
623,624000,-73447.3579
625,626000,-73457.3177
627,628000,-72527.677
629,630000,-72931.3515
631,632000,-73605.2384
633,634000,-73612.5751
635,636000,-73405.7491
637,638000,-72124.6753
639,640000,-73812.7981
641,642000,-69418.7397
643,644000,-71729.0879
645,646000,-71113.4194
647,648000,-71639.8295
649,650000,-71134.4599
651,652000,-70644.8037
653,654000,-70364.517
655,656000,-70934.7311
657,658000,-70921.1662
659,660000,-70332.1133
661,662000,-69498.6605
663,664000,-71429.7963
665,666000,-71074.1972
667,668000,-73315.451
669,670000,-72095.2264
671,672000,-74518.1523
673,674000,-69321.0527
675,676000,-68812.8677
677,678000,-72792.3425
679,680000,-70193.8278
681,682000,-69506.3905
683,684000,-72097.8938
685,686000,-68933.5902
687,688000,-69551.6641
689,690000,-74211.6682
691,692000,-70203.1202
693,694000,-68006.2525
695,696000,-76192.4589
697,698000,-71679.538
699,700000,-72348.8826
701,702000,-69852.5829
703,704000,-71746.3322
705,706000,-78413.5152
707,708000,-71636.2786
709,710000,-72329.6621
711,712000,-67565.0098
713,714000,-68844.9381
715,716000,-69119.2359
717,718000,-75956.8268
719,720000,-78033.895
721,722000,-72389.6281
723,724000,-71508.8841
725,726000,-74825.9271
727,728000,-68701.6515
729,730000,-70038.109
731,732000,-70058.718
733,734000,-69093.7514
735,736000,-69954.6823
737,738000,-68474.3796
739,740000,-67905.6236
741,742000,-66194.8284
743,744000,-67028.7061
745,746000,-73836.0305
747,748000,-69430.2083
749,750000,-68041.9439
751,752000,-66135.9776
753,754000,-63083.2552
755,756000,-69496.8343
757,758000,-68127.0754
759,760000,-68770.1671
761,762000,-67180.5038
763,764000,-67480.6127
765,766000,-72231.3982
767,768000,-68286.3892
769,770000,-73514.9764
771,772000,-64304.1251
773,774000,-65892.8747
775,776000,-67678.0565
777,778000,-65601.83
779,780000,-67112.9928
781,782000,-55222.8086
783,784000,-63228.5443
785,786000,-61648.3361
787,788000,-60396.193
789,790000,-61652.3357
791,792000,-60824.666
793,794000,-61226.2794
795,796000,-63481.4397
797,798000,-63214.0844
799,800000,-61880.3526
801,802000,-62297.4973
803,804000,-62597.3583
805,806000,-61366.4811
807,808000,-62962.8285
809,810000,-62067.4878
811,812000,-64867.3388
813,814000,-62872.0614
815,816000,-61458.6963
817,818000,-65842.2053
819,820000,-62719.7096
821,822000,-64605.3506
823,824000,-66426.695
825,826000,-62227.2735
827,828000,-66744.3611
829,830000,-62539.3916
831,832000,-63335.2556
833,834000,-59800.3673
835,836000,-62796.9694
837,838000,-65013.8917
839,840000,-61059.7983
841,842000,-60353.4298
843,844000,-61669.116
845,846000,-64405.5609
847,848000,-66014.1844
849,850000,-70179.9205
851,852000,-61448.4139
853,854000,-69179.0926
855,856000,-63086.8233
857,858000,-63106.2057
859,860000,-62204.3409
861,862000,-63966.9921
863,864000,-69039.2415
865,866000,-61235.8417
867,868000,-66141.9487
869,870000,-64004.6959
871,872000,-65139.8743
873,874000,-66838.0477
875,876000,-63052.9981
877,878000,-65499.3422
879,880000,-62012.1667
881,882000,-64735.4278
883,884000,-64036.8083
885,886000,-66154.2254
887,888000,-66452.9829
889,890000,-67681.7617
891,892000,-67331.625
893,894000,-65260.5389
895,896000,-64807.1969
897,898000,-64898.8953
899,900000,-64935.2112
901,902000,-64265.9176
903,904000,-65572.6764
905,906000,-62363.3823
907,908000,-63883.0774
909,910000,-61530.013
911,912000,-61600.442
913,914000,-61177.4353
915,916000,-62222.5726
917,918000,-62196.0059
919,920000,-62200.6369
921,922000,-61644.5456
923,924000,-61532.5368
925,926000,-61273.6771
927,928000,-60281.0118
929,930000,-60021.0129
931,932000,-59606.7555
933,934000,-60269.8377
935,936000,-60707.4387
937,938000,-60624.2189
939,940000,-59894.5952
941,942000,-60597.8831
943,944000,-59978.4297
945,946000,-57826.4454
947,948000,-58426.7264
949,950000,-58628.2207
951,952000,-57809.2733
953,954000,-57990.5482
955,956000,-57635.1194
957,958000,-57793.3379
959,960000,-57511.4445
961,962000,-57215.0265
963,964000,-57973.8634
965,966000,-56132.5379
967,968000,-55374.6622
969,970000,-55983.4239
971,972000,-55401.428
973,974000,-55432.0165
975,976000,-56090.8857
977,978000,-56587.226
979,980000,-56422.4715
981,982000,-55699.9594
983,984000,-56274.162
985,986000,-55842.1883
987,988000,-55737.1675
989,990000,-56509.0963
991,992000,-56407.6117
993,994000,-56599.1967
995,996000,-55697.9962
997,998000,-54813.8171
999,1000000,-54947.3411
1001,1002000,-53952.2045
1003,1004000,-53350.4121
1005,1006000,-53210.7697
1007,1008000,-54381.7323
1009,1010000,-54081.8615
1011,1012000,-54092.8653
1013,1014000,-55068.4348
1015,1016000,-53240.991
1017,1018000,-53412.2209
1019,1020000,-53322.2752
1021,1022000,-53741.9859
1023,1024000,-53509.0477
1025,1026000,-53453.6236
1027,1028000,-53310.6165
1029,1030000,-54127.1115
1031,1032000,-52750.7475
1033,1034000,-53058.6153
1035,1036000,-52409.8499
1037,1038000,-52399.769
1039,1040000,-52155.8918
1041,1042000,-51997.5027
1043,1044000,-52558.0937
1045,1046000,-52321.1201
1047,1048000,-53090.5708
1049,1050000,-52621.7332
1051,1052000,-53262.9952
1053,1054000,-53023.9014
1055,1056000,-51921.344
1057,1058000,-51481.7608
1059,1060000,-51963.8486
1061,1062000,-52871.5048
1063,1064000,-52512.4005
1065,1066000,-52602.2062
1067,1068000,-52195.876
1069,1070000,-52103.1625
1071,1072000,-53027.075
1073,1074000,-52634.3803
1075,1076000,-52896.678
1077,1078000,-52838.7958
1079,1080000,-52687.2529
1081,1082000,-52807.1292
1083,1084000,-52231.1625
1085,1086000,-51740.6918
1087,1088000,-52252.0089
1089,1090000,-51747.4325
1091,1092000,-50267.0707
1093,1094000,-50955.3587
1095,1096000,-51168.131
1097,1098000,-51640.8675
1099,1100000,-51523.9859
1101,1102000,-51469.1177
1103,1104000,-51357.6224
1105,1106000,-50934.0063
1107,1108000,-50718.6379
1109,1110000,-50653.8321
1111,1112000,-50809.2603
1113,1114000,-51158.7037
1115,1116000,-51007.7168
1117,1118000,-51408.7276
1119,1120000,-51179.544
1121,1122000,-51153.9406
1123,1124000,-49997.8047
1125,1126000,-50104.1572
1127,1128000,-50812.1384
1129,1130000,-49932.667
1131,1132000,-50284.8868
1133,1134000,-50203.1028
1135,1136000,-50163.692
1137,1138000,-50273.2553
1139,1140000,-50648.9932
1141,1142000,-49838.4993
1143,1144000,-48958.8834
1145,1146000,-48134.3371
1147,1148000,-48970.3269
1149,1150000,-49759.5958
1151,1152000,-49645.3149
1153,1154000,-49990.084
1155,1156000,-49779.645
1157,1158000,-49836.4799
